"LICENSE","DBA","LOCATION ADDRESS","COUNTY","PHONE","Location 1"
"CL01111","JACKALOPE LOUNGE","372 S STATE ST","SALT LAKE","801-359-8054","372 S STATE ST SALT LAKE CITY UT 84111 (40.76104669700004, -111.88826015699999)"
"CL01136","BOURBON HOUSE","19 E 200 S","SALT LAKE","801-550-0707","19 E 200 S SALT LAKE CITY UT 84111 (40.765059902000075, -111.89045958299994)"
"RL00470","MEDITRINA","1394 S W TEMPLE","SALT LAKE","801-485-2055","1394 S W TEMPLE SALT LAKE CITY UT 84115 (40.739521084000046, -111.89395632399999)"
"RE02247","TOSCANA","307 W PIERPONT AVE","SALT LAKE","801-318-4242","307 W PIERPONT AVE SALT LAKE CITY UT 84111 (40.76381469800003, -111.89997523999995)"
"RB00052","CENTRO UNICO","910 W 1000 N","SALT LAKE","801-355-3041","910 W 1000 N SALT LAKE CITY UT 84116 (40.791077630000075, -111.91723932999997)"
"CL00762","SPOT","870 S MAIN","SALT LAKE","801-355-7768","870 S MAIN SALT LAKE CITY UT 84101 (40.750442418000034, -111.89107717899998)"
"RL00420","PEI WEI ASIAN DINER (MIDVALE)","1148 E FORT UNION BLVD","SALT LAKE","801-601-3170","1148 E FORT UNION BLVD MIDVALE UT 84047 (40.62457383000003, -111.86015706899997)"
"BE02579","SNOWBIRD MID GAD","SNOWBIRD ENTRY","SALT LAKE","801-933-2245","SNOWBIRD ENTRY SNOWBIRD UT 84092 (40.55808643200004, -111.82957591799999)"
"PS00035","EXPRESSJET AIRLINES, INC","776 N TERMINAL DR TERMINAL 2","SALT LAKE","801-231-4930","776 N TERMINAL DR TERMINAL 2 SALT LAKE CITY UT 84116 (40.78350511600007, -111.98068121399996)"
"TV00226","THE BIG Z","1141 W 2150 S","WEBER","801-394-1221","1141 W 2150 S OGDEN UT 84401 (41.228252472000065, -112.00698132999997)"
"RB00200","TAQUERIA LOLITA RESTAURANT","909 S 300 W","SALT LAKE","801-364-4058","909 S 300 W SALT LAKE CITY UT 84101 (40.74955798500008, -111.89964310899995)"
"BC00187","NORTH FORK TABLE AND TAVERN CATERING","3900 N WOLF CREEK DR","WEBER","801-745-2054","3900 N WOLF CREEK DR EDEN UT 84310 (41.32979983700005, -111.82407822099998)"
"RB00174","RIM ROCK PATIO","2523 E HWY 24","WAYNE","435-425-3388","2523 E HWY 24 TORREY UT 84775 (38.324480823000044, -111.37157170699999)"
"RL00488","TONY CAPUTO'S","314 W 300 S","SALT LAKE","801-531-8669","314 W 300 S SALT LAKE CITY UT 84101 (40.762918167000066, -111.90042062499998)"
"RE00886","OUTBACK STEAKHOUSE (LAYTON) #4511","1664 N 1200 W","DAVIS","801-779-9394","1664 N 1200 W LAYTON UT 84041 (41.08379323300005, -111.98488941999994)"
"CL00004","ALTA CLUB","100 E SOUTH TEMPLE","SALT LAKE","801-322-1081","100 E SOUTH TEMPLE SALT LAKE CITY UT 84111 (40.76933292000007, -111.88737103299997)"
"RE01720","TEXAS ROADHOUSE (SOUTH OGDEN)","3969 WALL AVE","WEBER","801-334-7427","3969 WALL AVE OGDEN UT 84405 (41.193191719000026, -111.97956740599994)"
"BC00130","COURTYARD BY MARRIOTT (LAYTON)","1803 WOODLAND PARK DR","DAVIS","801-217-2300","1803 WOODLAND PARK DR LAYTON UT 84041 (41.086500390000026, -111.98421952599995)"
"RB00016","WINGER'S (CEDAR CITY) #1022","1555 W REGENCY RD","IRON","435-867-1700","1555 W REGENCY RD CEDAR CITY UT 84720 (37.658304531000056, -113.08182981899995)"
"RL00770","CORTONA","1612 UTE BLVD","SUMMIT","435-608-1373","1612 UTE BLVD PARK CITY UT 84098 (40.72456792300005, -111.54240090299999)"
"PS00020","SOUTHWEST AIRLINES","SLC INT'L AIRPORT","SALT LAKE","801-534-1243","SLC INT'L AIRPORT SALT LAKE CITY UT 84122 (40.776818354000056, -111.97948729799998)"
"RL00252","THAI SIAM","1435 S STATE ST","SALT LAKE","801-474-3322","1435 S STATE ST SALT LAKE CITY UT 84115 (40.73848057400005, -111.88819491499999)"
"RE01495","RED ROCK BREWING CO","254 S 200 W","SALT LAKE","801-521-7446","254 S 200 W SALT LAKE CITY UT 84101 (40.763640647000045, -111.89687735799998)"
"RE02222","ZION CANYON BREWPUB","95 ZION PARK BLVD","WASHINGTON","435-772-0336","95 ZION PARK BLVD SPRINGDALE UT 84767 (37.19964536200007, -112.99034160299999)"
"BE02304","WISEGUYS COMEDY (W.V.C.)","3500 S 2200 W D1","SALT LAKE","801-463-2909","3500 S 2200 W D1 SALT LAKE CITY UT 84119 (40.69618760000003, -111.94845993099995)"
"RL00910","TASTE OF INDIA GRILL","282 S 500 W STE A","DAVIS","801-683-7393","282 S 500 W STE A BOUNTIFUL UT 84010 (40.886191444000076, -111.89225744699996)"
"RE02002","PEPPER'S CANTINA","144 W BRIGHAM RD","WASHINGTON","435-628-4660","144 W BRIGHAM RD ST GEORGE UT 84770 (37.06040071800004, -113.58792734299999)"
"BE00929","PLAZA LANES","420 E TOPAZ BLVD","MILLARD","435-864-4451","420 E TOPAZ BLVD DELTA UT 84624 (39.355143670000075, -112.56535468299995)"
"BE02569","SKYLINE MT. BASE","3567 NORDIC VALLEY WAY","WEBER","801-745-3511","3567 NORDIC VALLEY WAY EDEN UT 84310 (41.31084314900005, -111.86387024599998)"
"RE02237","RIB & CHOP HOUSE","1677 S CONVENTION CTR DR","WASHINGTON","435-674-1900","1677 S CONVENTION CTR DR ST GEORGE UT 84770 (37.079211351000026, -113.58313435299999)"
"RE00929","APPLEBEE'S (OREM)","290 W UNIVERSITY PKWY","UTAH","801-223-0111","290 W UNIVERSITY PKWY OREM UT 84058 (40.27367934400007, -111.70212149399998)"
"RE00336","CAFE SILVESTRE (MIDVALE)","282 W 7200 S","SALT LAKE","801-565-0947","282 W 7200 S MIDVALE UT 84047 (40.620657454000025, -111.89918998799999)"
"CL00525","O'SHUCKS","22 E 100 S","SALT LAKE","801-596-8600","22 E 100 S SALT LAKE CITY UT 84111 (40.76709288400008, -111.89026095599996)"
"RE01385","SNOWBASIN DAY LODGE","3295 E SNOWBASIN RD","WEBER","801-606-7524","3295 E SNOWBASIN RD HUNTSVILLE UT 84317 (41.23283219100006, -111.82248838099997)"
"RE01096","RODIZIO GRILL","459 TROLLEY SQUARE","SALT LAKE","801-220-0500","459 TROLLEY SQUARE SALT LAKE CITY UT 84102 (40.75760926600003, -111.87110232899994)"
"BC00141","UNIVERSITY PARK MARRIOTT","480 WAKARA WAY","SALT LAKE","801-581-1000","480 WAKARA WAY SALT LAKE CITY UT 84108 (40.75839315600007, -111.82970163299996)"
"RE02129","CENA RESTAURANT/RESIDENCE LOUNGE","7815  ROYAL STREET EAST","SUMMIT","435-649-3700","7815 ROYAL STREET EAST PARK CITY UT 84060 (40.623724828000036, -111.48800052699994)"
"RL00819","PARS CUISINE","4233 S HIGHLAND DR","SALT LAKE","801-272-2822","4233 S HIGHLAND DR SALT LAKE CITY UT 84124 (40.679558661000044, -111.84279766099996)"
"RE01429","FAMOUS DAVE'S BAR-B-QUE (MIDVALE)","1166 E FORT UNION BLVD","SALT LAKE","801-532-5108","1166 E FORT UNION BLVD MIDVALE UT 84047 (40.62549473300004, -111.85862736299998)"
"RL00537","TANDOORI OVEN","720 E 1000 N","CACHE","435-750-6836","720 E 1000 N LOGAN UT 84321 (41.75010896500004, -111.81589443999997)"
"BE01974","OVERLAKE GOLF","700 TIGER DR","TOOELE","435-830-6979","700 TIGER DR TOOELE UT 84074 (40.55690893600007, -112.298606227)"
"CL00054","EAGLES 3372 (PLEASANT GROVE)","200 N 600 W","UTAH","801-785-9005","200 N 600 W PLEASANT GROVE UT 84062 (40.367122660000064, -111.74960186399994)"
"CL00990","OLD YELLOWSTONE GARAGE","1199 BECK ST","SALT LAKE","801-521-3904","1199 BECK ST SALT LAKE CITY UT 84103 (40.794003273000044, -111.90345803999998)"
"RL00920","KARMA INDIAN CUISINE","9400 S 863 E","SALT LAKE",,"9400 S 863 E SANDY UT 84094 (40.576296350000064, -111.86128576899995)"
"RL00705","COUSCOUS","5470 S 900 E","SALT LAKE","801-938-8307","5470 S 900 E SALT LAKE CITY UT 84117 (40.65288249400004, -111.86597416399997)"
"RE01601","ICHIBAN SUSHI","336 S 400 EAST","SALT LAKE","801-532-7522","336 S 400 EAST SALT LAKE CITY UT 84111 (40.761810824000065, -111.879696836)"
"CL01039","OLIVER'S 5 MONKEYS","7 E 4800 S","SALT LAKE",,"7 E 4800 S SALT LAKE CITY UT 84107 (40.666907741000045, -111.89139134399994)"
"RE02079","TAQUERIA 27","1615 S FOOTHILL DR","SALT LAKE","801-916-6154","1615 S FOOTHILL DR SALT LAKE CITY UT 84108 (40.73424805500008, -111.82085081499997)"
"BC00173","PELICAN CAFE","1684 W HWY 40","UINTAH","435-789-4689","1684 W HWY 40 VERNAL UT 84078 (40.44163434200004, -109.56192920899997)"
"BC00153","GREAT AMERICAN GRILL @ HILTON GARDEN INN-OGDEN","2271 S WASHINGTON BLVD","WEBER","801-399-2000","2271 S WASHINGTON BLVD OGDEN UT 84401 (41.22539251000006, -111.97040669999996)"
"RB00293","EL CHUBASCO","1890 BONANZA DR","SUMMIT","435-645-9114","1890 BONANZA DR PARK CITY UT 84060 (40.66124542800003, -111.50109966599996)"
"CL00883","DERAILED BAR & GRILL","434 S MAIN","BEAVER","435-386-2424","434 S MAIN MILFORD UT 84751 (38.393654129000026, -113.01153440599995)"
"BC00184","YARROW RESORT HOTEL & CONFERENCE CENTER","1800 PARK AVE","SUMMIT","435-649-7000","1800 PARK AVE PARK CITY UT 84060 (40.65967256400006, -111.50865863499996)"
"RE01162","P.F. CHANG'S CHINA BISTRO","174 W 300 S","SALT LAKE","480-888-3000","174 W 300 S SALT LAKE CITY UT 84101 (40.762932188000036, -111.89607031199995)"
"CL00321","OUTLAW SALOON","1254 W 2100 S","WEBER","801-334-9260","1254 W 2100 S OGDEN UT 84401 (41.22839398800005, -112.00821075599998)"
"RL00317","NEW GOLDEN DRAGON","1716 S STATE ST","SALT LAKE","801-487-9888","1716 S STATE ST SALT LAKE CITY UT 84115 (40.732660398000064, -111.88827672699995)"
"RE00457","UNION GRILL","ROOM 212 2501 WALL AVE","WEBER","801-621-2830","ROOM 212 2501 WALL AVE OGDEN UT 84401 (41.22068094900004, -111.97891484699994)"
"CL00941","LAMPLITE LOUNGE","455 24TH ST","WEBER","801-399-3525","455 24TH ST OGDEN UT 84401 (41.22271317900004, -111.96866105799995)"
"TV00201","PLAIN CITY CONFECTIONARY","2398 N 4350 WEST","WEBER","801-731-2085","2398 N 4350 WEST OGDEN UT 84404 (41.301492401000075, -112.08444998699997)"
"CL00475","OWL BAR @ SUNDANCE RESORT","8841 N ALPINE LOOP RD","UTAH","801-223-4040","8841 N ALPINE LOOP RD PROVO UT 84604 (40.39152257000006, -111.57748484999996)"
"CL00391","BREWSKI'S","244 25TH ST","WEBER","801-394-1713","244 25TH ST OGDEN UT 84401 (41.22075264700004, -111.97482133499994)"
"CL01172","745 SPORTSBAR AND GRILL","5510 E 2200 N","WEBER","801-745-8226","5510 E 2200 N EDEN UT 84310 (41.29893123800008, -111.81500353599995)"
"CL01189","CLIFF HOUSE GASTRO PUB","12234 DRAPER GATE DR","SALT LAKE","801-617-8600","12234 DRAPER GATE DR DRAPER UT 84020 (40.52835046200005, -111.852475331)"
"CL00486","GOODTIMES SALOON","641 W 600 N","DAVIS","801-544-8717","641 W 600 N LAYTON UT 84041 (41.068302807000066, -111.97797034299998)"
"RE00916","ZION LODGE RESTAURANT","ZION NATIONAL PARK","WASHINGTON","435-772-7760","ZION NATIONAL PARK SPRINGDALE UT 84767 (37.18051813200003, -112.99701806599995)"
"RL00668","FORTUNE COOKIE RESTAURANT","3728 W 13400 S","SALT LAKE","801-302-1366","3728 W 13400 S RIVERTON UT 84065 (40.507888242000035, -111.98011012999996)"
"RB00260","MARISCOS LA COSTA DE NAYARIT","4865 W 3500 S","SALT LAKE","801-964-4068","4865 W 3500 S SALT LAKE CITY UT 84120 (40.69655364800008, -112.007000931)"
"BC00090","SORREL RIVER RANCH RESORT","MILE 17 HWY 128","GRAND","435-259-4642","MILE 17 HWY 128 MOAB UT 84532 (38.602899441000034, -109.57422435299998)"
"RE02263","OAK WOOD FIRE KITCHEN","715 E 12300 S","SALT LAKE","801-824-0243","715 E 12300 S DRAPER UT 84020 (40.526988465000045, -111.87080006799994)"
"TV00042","BREWHOUSE PUB","1722 S FREMONT DR","SALT LAKE","801-467-0909","1722 S FREMONT DR SALT LAKE CITY UT 84104 (40.73240113500003, -111.95341636999996)"
"RL00817","PARK CITY CHINESE & THAI","1776 PARK AVE","SUMMIT","435-649-4000","1776 PARK AVE PARK CITY UT 84060 (40.65929954000046, -111.50834698799969)"
"CL01263","THE CABIN","825 S MAIN ST","SUMMIT","949-922-9670","825 S MAIN ST PARK CITY UT 84060 (40.64766233000006, -111.49836760599999)"
"RL00170","PIE PIZZERIA (MIDVALE)","7186 S UNION PARK AVE","SALT LAKE","801-233-1999","7186 S UNION PARK AVE MIDVALE UT 84047 (40.620686480000074, -111.85597610999997)"
"CL00050","EAGLES 3114 (LOGAN)","170 W 900 N","CACHE","435-752-8776","170 W 900 N LOGAN UT 84321 (41.748228090000055, -111.83870774299999)"
"RE02256","EAST MOON RESTAURANT","90 E MAIN ST","UTAH","801-859-1793","90 E MAIN ST LEHI UT 84043 (40.387893070000075, -111.84771986399994)"
"RB00266","FELDMAN'S DELI","2005 E 2700 S","SALT LAKE","801-906-0369","2005 E 2700 S SALT LAKE CITY UT 84109 (40.71275818700008, -111.83383025899997)"
"RE02265","HARBOR SEAFOOD & STEAK CO","2302 E PARLEYS WAY","SALT LAKE",,"2302 E PARLEYS WAY SALT LAKE CITY UT 84109 (40.72490439000006, -111.82416376599997)"
"CL01047","CAFE FIFTY-TWO","8200 ROYAL ST E","SUMMIT","435-645-7824","8200 ROYAL ST E PARK CITY UT 84060 (40.626900370000044, -111.487958661)"
"RL00354","MEKONG CAFE","7777 S STATE ST","SALT LAKE","801-566-5747","7777 S STATE ST MIDVALE UT 84047 (40.60990896900006, -111.89071495499996)"
"RE01364","HAPPY SUMO AT THE GATEWAY","153 S RIO GRANDE ST","SALT LAKE","801-456-7866","153 S RIO GRANDE ST SALT LAKE CITY UT 84101 (40.76627815300003, -111.90405430799996)"
"RB00066","COWBOY RANCH HOUSE","13500 E HWY 12","GARFIELD","505-660-5896","13500 E HWY 12 BRYCE UT 84764 (37.693537251000066, -112.15711142299995)"
"RL00890","ROBINTINO'S (PIG BOYS)","1567 E 3900 S","SALT LAKE","801-550-0307","1567 E 3900 S SALT LAKE CITY UT 84124 (40.68712798300004, -111.84597069999995)"
"RL00714","BROKEN OAR RESTAURANT EATERY","53 W 400 N","GRAND","435-259-3127","53 W 400 N MOAB UT 84532 (38.57917359000004, -109.55147686099997)"
"RB00094","HAROLD'S PLACE","3066 HWY 12","GARFIELD","435-676-2350","3066 HWY 12 PANGUITCH UT 84759 (37.74903889800004, -112.36816465799996)"
"CL00373","TRAM CLUB @ SNOWBIRD RESORT","SNOWBIRD CTR LEVEL 1","SALT LAKE","801-742-1008","SNOWBIRD CTR LEVEL 1 SANDY UT 84092 (40.55808643200004, -111.82957591799999)"
"RE00899","BUCK'S GRILL HOUSE","1393 N HWY 191","GRAND","435-259-5201","1393 N HWY 191 MOAB UT 84532 (38.59509027800004, -109.56826443699998)"
"RL00804","HO MEI BBQ HOUSE","3370 S STATE ST","SALT LAKE","801-486-8800","3370 S STATE ST SALT LAKE CITY UT 84115 (40.698050462000026, -111.88831705699994)"
"BE02455","CANYONSIDE GRILL @ EAGLE POINT RESORT","150 S W VILLAGE CIR","BEAVER","435-438-3634","150 S W VILLAGE CIR BEAVER UT 84713 (38.295304196000075, -112.40465387699999)"
"BC00025","SALT LAKE CITY MARRIOTT -CITY CENTER","220 S STATE ST","SALT LAKE","801-961-8700","220 S STATE ST SALT LAKE CITY UT 84111 (40.76469245900006, -111.88826245399997)"
"RL00253","SAWADEE","754 E S TEMPLE","SALT LAKE","801-328-8424","754 E S TEMPLE SALT LAKE CITY UT 84102 (40.76933292000007, -111.86894028499995)"
"TV00172","KEGLER LOUNGE","30 S 130 EAST","DAVIS","801-577-0871","30 S 130 EAST NORTH SALT LAKE UT 84054 (40.84150033000003, -111.90855688699997)"
"RL00052","JACKSON FORK INN","7345 E 900 SOUTH","WEBER","801-745-0051","7345 E 900 SOUTH HUNTSVILLE UT 84317 (41.245763425000064, -111.76983598299995)"
"RB00137","MARISCOS ENSENADA","4855 S REDWOOD RD","SALT LAKE","801-269-4535","4855 S REDWOOD RD SALT LAKE CITY UT 84123 (40.66379081900004, -111.93882387299999)"
"BE02232","CLASSIC FOODS @ WINGPOINTE GOLF COURSE","3602 W 100 NORTH","SALT LAKE","801-575-2363","3602 W 100 NORTH SALT LAKE CITY UT 84122 (40.771314791000066, -111.97583612499994)"
"CL01085","SALTAIR SKY","12288 I80 WB","SALT LAKE","602-799-4969","12288 I80 WB MAGNA UT 84044 (40.69955981100003, -112.08458863599998)"
"BE00712","BAR-M CHUCKWAGON","7000 N HWY 191","GRAND","435-259-2276","7000 N HWY 191 MOAB UT 84532 (38.59754374900007, -109.57168159199995)"
"RL00869","ITTO SUSHI","856 E FORT UNION BLVD","SALT LAKE","801-563-3337","856 E FORT UNION BLVD MIDVALE UT 84047 (40.62204146800008, -111.86737619299998)"
"RE01863","OLIVE GARDEN (WEST VALLEY) #1801","3515 CONSTITUTION BLVD","SALT LAKE","801-955-1034","3515 CONSTITUTION BLVD SALT LAKE CITY UT 84119 (40.69585217100007, -111.95782369799997)"
"RE02106","BUFFALO WILD WINGS (RIVERDALE)","702 W RIVERDALE RD","WEBER","801-392-2337","702 W RIVERDALE RD OGDEN UT 84405 (41.179930323000065, -111.995865074)"
"BC00134","HOMESTEAD RESORT","700 N HOME","WASATCH","435-654-1102","700 N HOME MIDWAY UT 84049 (40.52069766000005, -111.47236867099997)"
"CL00393","JEREMY GOLF & COUNTRY CLUB","8770 N JEREMY RD","SUMMIT","435-649-2700","8770 N JEREMY RD PARK CITY UT 84098 (40.75886559200006, -111.57375449199998)"
"RE01741","STELLA GRILL","4291 S 900 E","SALT LAKE","801-288-0051","4291 S 900 E SALT LAKE CITY UT 84102 (40.67828245700008, -111.86551083699999)"
"RL00219","NOODLES & COMPANY (SALT LAKE CITY) #704","358 S 700 E","SALT LAKE","801-359-8315","358 S 700 E SALT LAKE CITY UT 84102 (40.761342686000035, -111.87110233099997)"
"CL01064","VICTORY RANCH CLUB","7474 N VICTORY CLUB DR","SUMMIT","435-785-5020","7474 N VICTORY CLUB DR KAMAS UT 84036 (40.59844521600007, -111.30608457399995)"
"RL00509","PANGUITCH LAKE RESORT RESTAURANT","791 S LAKESHORE DR","GARFIELD","435-676-2864","791 S LAKESHORE DR PANGUITCH UT 84759 (37.708056750000026, -112.64184220799996)"
"RB00023","WINGER'S (RICHFIELD)","1080 W 1350 S","SEVIER","435-896-8595","1080 W 1350 S RICHFIELD UT 84701 (38.749151905000076, -112.10358832599997)"
"RE00847","350 MAIN SEAFOOD & OYSTER CO","350 MAIN","SUMMIT","435-649-3140","350 MAIN PARK CITY UT 84060 (40.642697148000025, -111.49527142499994)"
"CL01073","ALL STAR BOWLING & ENTERTAINMENT DRAPER","12101 S STATE ST","SALT LAKE",,"12101 S STATE ST DRAPER UT 84020 (40.531760064000025, -111.89119660899996)"
"RB00251","RIB CITY GRILL","648 E STATE RD","UTAH","801-492-1744","648 E STATE RD AMERICAN FORK UT 84003 (40.37302577000003, -111.78171675699997)"
"RE00018","BIT & SPUR RESTAURANT","1212 ZION PARK BLVD","WASHINGTON","435-772-3317","1212 ZION PARK BLVD SPRINGDALE UT 84767 (37.18351833200006, -113.00347696099999)"
"BE02340","RANCHES GOLF COURSE","4128 E CLUBHOUSE LN","UTAH","801-789-8100","4128 E CLUBHOUSE LN EAGLE MOUNTAIN UT 84005 (40.37853291600004, -111.96473643099995)"
"RE02217","SPITZ, HOME OF THE DONER KEBAB","35 E BROADWAY","SALT LAKE","435-640-5306","35 E BROADWAY SALT LAKE CITY UT 84111 (40.762858978000054, -111.89007320699994)"
"RL00930","THE LUCKY SLICE","1246 S LEGEND HILLS DR","DAVIS","928-853-7683","1246 S LEGEND HILLS DR CLEARFIELD UT 84015 (41.09633682700007, -111.99669996499995)"
"CL00792","RANCH CLUBHOUSE","8417 N RANCH CLUB TRAIL","SUMMIT","435-333-4219","8417 N RANCH CLUB TRAIL PARK CITY UT 84098 (40.74616744600007, -111.44677418799995)"
"BE01128","ROCKY MOUNTAIN RACEWAY","6555 W 2100 S","SALT LAKE","801-252-9557","6555 W 2100 S SALT LAKE CITY UT 84128 (40.72234237600003, -112.04561791499998)"
"RE02238","TAQUERIA 27 (HOLLADAY)","4670 HOLLADAY VILLAGE PLAZA 108 109","SALT LAKE","801-916-6154","4670 HOLLADAY VILLAGE PLAZA 108 109 SALT LAKE CITY UT 84117 (40.66341805500008, -111.84229809499999)"
"BC00149","UTAH VALLEY CONVENTION CENTER","220 W CENTER ST","UTAH","801-851-2209","220 W CENTER ST PROVO UT 84601 (40.23384229100003, -111.66265049699996)"
"BC00105","ALL-STAR CATERING-ENERGY SOLUTIONS ARENA","301 W S TEMPLE","SALT LAKE","801-325-2000","301 W S TEMPLE SALT LAKE CITY UT 84101 (40.769232671000054, -111.89993090499996)"
"RB00242","BRICK OVEN - SOUTH JORDAN","10622 S RIVER FRONT PKWY","SALT LAKE","801-545-4300","10622 S RIVER FRONT PKWY SOUTH JORDAN UT 84095 (40.55824733700007, -111.91025762299995)"
"RE01107","MIGUEL'S PANCHO & LEFTY'S","1050 S BLUFF","WASHINGTON","435-628-4772","1050 S BLUFF ST GEORGE UT 84770 (37.09012473900003, -113.58568463199998)"
"CL01244","BAMBARA / THE VAULT","202 S MAIN ST","SALT LAKE","801-595-0000","202 S MAIN ST SALT LAKE CITY UT 84111 (40.76490417200006, -111.89121349099997)"
"BE00010","OLYMPUS HILLS LANES","4015 S WASATCH BLVD","SALT LAKE","801-277-4444","4015 S WASATCH BLVD SALT LAKE CITY UT 84124 (40.684426031000044, -111.79600751199996)"
"RE01834","COPPER MILL RESTAURANT","55 N MAIN","CACHE","435-752-0647","55 N MAIN LOGAN UT 84321 (41.732461913000066, -111.83499751999994)"
"CL01173","ROWDY ROXY'S PUB","2172 S 1900 W","WEBER","801-721-1250","2172 S 1900 W OGDEN UT 84401 (41.22743316000003, -112.02555535599998)"
"RL00852","HIDEOUT STEAKHOUSE","8400 S PARIETTE RD","DUCHESNE","435-646-3500","8400 S PARIETTE RD MYTON UT 84052 (40.18074613600004, -110.09638045199995)"
"RB00152","PAPPAS STEAK HOUSE","2300 S HWY 91","DAVIS","801-295-9981","2300 S HWY 91 WOODS CROSS UT 84087 (40.88406612500006, -111.90776863699995)"
"RE02302","DON PEDRO'S MEXICAN REST","1050 S MAIN","WASATCH","435-657-0600","1050 S MAIN HEBER CITY UT 84032 (40.494219875000056, -111.41365645599996)"
"CL01071","POINT AFTER","5445 S 900 EAST","SALT LAKE","801-266-9552","5445 S 900 EAST SALT LAKE CITY UT 84117 (40.65323015600006, -111.86590402299998)"
"RE01218","VIKING YURT","PARK CITY MOUNTAIN RESORT","SUMMIT","435-615-9878","PARK CITY MOUNTAIN RESORT PARK CITY UT 84060 (40.66082843200007, -111.49822579899995)"
"RE01908","REYES ADOBE","710 MAIN ST","SUMMIT","435-604-0865","710 MAIN ST PARK CITY UT 84060 (40.64704009800005, -111.49783409999998)"
"RB00072","DUB'S","1812 W SUNSET BLVD","WASHINGTON","435-674-1023","1812 W SUNSET BLVD ST GEORGE UT 84770 (37.12284839000006, -113.62198035699998)"
"RL00671","SAKURA SUSHI BAR","1735 E SKYLINE DR","WEBER","801-479-0333","1735 E SKYLINE DR OGDEN UT 84405 (41.15175121200008, -111.93631149399994)"
"CL00702","CLUB TRY-ANGLES","251 W 900 SOUTH","SALT LAKE","801-364-3203","251 W 900 SOUTH SALT LAKE CITY UT 84101 (40.74974297600005, -111.89851014099997)"
"AL00010","VINO VOLO ALE HOUSE","776 TERMINAL DR CONCOUNRSE D","SALT LAKE",,"776 TERMINAL DR CONCOUNRSE D SALT LAKE CITY UT 84122 (40.78350511600007, -111.98068121399996)"
"RE01522","APPLEBEE'S (GATEWAY)","159 S RIO GRANDE","SALT LAKE","801-456-5000","159 S RIO GRANDE SALT LAKE CITY UT 84101 (40.76618909100006, -111.90405847599999)"
"RE01157","LA FRONTERA  (700 W)","1434 S 700 W","SALT LAKE","801-532-3158","1434 S 700 W SALT LAKE CITY UT 84104 (40.75412856100007, -111.93188022299995)"
"CL00860","POST","50 S 600 E","MORGAN","801-699-2170","50 S 600 E MORGAN UT 84050 (41.04222669200004, -111.66386942699995)"
